Alloy,Tensile Strength: Ultimate (UTS) (psi),Melting Completion (Liquidus),Al,As,B,C,Ca,Ce,Co,Cr,Cu,Fe,La,Mg,Mn,Mo,N,Nb,Ni,O,P,Pb,S,Se,Si,Sn,Ta,Ti,V,W,Zn,Zr
Grade 250 Maraging Steel,970.0,1480.0,0.1,0.0,0.0015,0.015,0.025,0.0,7.75,0.0,0.0,68.69999999999999,0.0,0.0,0.05,4.9,0.0,0.0,18.0,0.0,0.005,0.0,0.005,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.01
Grade 250 Maraging Steel,970.0,1480.0,0.1,0.0,0.0015,0.015,0.025,0.0,7.75,0.0,0.0,68.69999999999999,0.0,0.0,0.05,4.9,0.0,0.0,18.0,0.0,0.005,0.0,0.005,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.01
Grade 300 Maraging Steel,1030.0,1480.0,0.1,0.0,0.0015,0.015,0.025,0.0,9.0,0.0,0.0,66.7,0.0,0.0,0.05,4.9,0.0,0.0,18.5,0.0,0.005,0.0,0.005,0.0,0.05,0.0,0.0,0.65,0.0,0.0,0.0,0.01
Grade 300 Maraging Steel,1030.0,1480.0,0.1,0.0,0.0015,0.015,0.025,0.0,9.0,0.0,0.0,66.7,0.0,0.0,0.05,4.9,0.0,0.0,18.5,0.0,0.005,0.0,0.005,0.0,0.05,0.0,0.0,0.65,0.0,0.0,0.0,0.01
Grade 300 Maraging Steel,1030.0,1480.0,0.1,0.0,0.0015,0.015,0.025,0.0,9.0,0.0,0.0,66.7,0.0,0.0,0.05,4.9,0.0,0.0,18.5,0.0,0.005,0.0,0.005,0.0,0.05,0.0,0.0,0.65,0.0,0.0,0.0,0.01
Grade 350 Maraging Steel,1140.0,1470.0,0.1,0.0,0.0015,0.015,0.025,0.0,12.0,0.0,0.0,62.9,0.0,0.0,0.05,4.9,0.0,0.0,18.5,0.0,0.005,0.0,0.005,0.0,0.05,0.0,0.0,1.4500000000000002,0.0,0.0,0.0,0.01
Grade 350 Maraging Steel,1140.0,1470.0,0.1,0.0,0.0015,0.015,0.025,0.0,12.0,0.0,0.0,62.9,0.0,0.0,0.05,4.9,0.0,0.0,18.5,0.0,0.005,0.0,0.005,0.0,0.05,0.0,0.0,1.4500000000000002,0.0,0.0,0.0,0.01
Grade 350 Maraging Steel,1140.0,1470.0,0.1,0.0,0.0015,0.015,0.025,0.0,12.0,0.0,0.0,62.9,0.0,0.0,0.05,4.9,0.0,0.0,18.5,0.0,0.005,0.0,0.005,0.0,0.05,0.0,0.0,1.4500000000000002,0.0,0.0,0.0,0.01
Grade FDC Spring Steel,1680.0,1450.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.15,0.06,98.7,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0125,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade FDCrV Spring Steel,1800.0,1450.0,0.0,0.0,0.0,0.6699999999999999,0.0,0.0,0.0,0.5,0.06,98.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0125,0.0,0.2249999999999999,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Grade FDSiCr Spring Steel,1930.0,1440.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.65,0.06,97.15,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0125,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade FDSiCrV Spring Steel,2100.0,1440.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.75,0.06,96.9,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0125,0.0,1.45,0.0,0.0,0.0,0.175,0.0,0.0,0.0
Grade TDC Spring Steel,1700.0,1450.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.15,0.05,98.7,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade TDCrV Spring Steel,1730.0,1450.0,0.0,0.0,0.0,0.6699999999999999,0.0,0.0,0.0,0.5,0.05,98.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.01,0.0,0.2249999999999999,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Grade TDSiCr Spring Steel,1950.0,1440.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.65,0.05,97.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.01,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade TDSiCrV Spring Steel,2100.0,1440.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.75,0.05,96.95,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,1.45,0.0,0.0,0.0,0.175,0.0,0.0,0.0
Grade VDC Spring Steel,1700.0,1450.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.15,0.03,98.825,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade VDCrV Spring Steel,1730.0,1450.0,0.0,0.0,0.0,0.6699999999999999,0.0,0.0,0.0,0.5,0.03,98.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.01,0.0,0.2249999999999999,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Grade VDSiCr Spring Steel,1950.0,1440.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.65,0.03,97.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.01,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade VDSiCrV Spring Steel,2100.0,1440.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.75,0.03,96.95,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,1.45,0.0,0.0,0.0,0.175,0.0,0.0,0.0
Grade-200-Maraging-Steel,652.4829777576033,1460.0,0.1,0.0,0.0015,0.015,0.025,0.0,8.5,0.0,0.0,69.8,0.0,0.0,0.05,3.25,0.0,0.0,18.0,0.0,0.005,0.0,0.005,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.01
Grade-250-Maraging-Steel,652.4829777576033,1480.0,0.1,0.0,0.0015,0.015,0.025,0.0,7.75,0.0,0.0,68.69999999999999,0.0,0.0,0.05,4.9,0.0,0.0,18.0,0.0,0.005,0.0,0.005,0.0,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.01
Grade-300-Maraging-Steel,652.4829777576033,1480.0,0.1,0.0,0.0015,0.015,0.025,0.0,9.0,0.0,0.0,66.7,0.0,0.0,0.05,4.9,0.0,0.0,18.5,0.0,0.005,0.0,0.005,0.0,0.05,0.0,0.0,0.65,0.0,0.0,0.0,0.01
Grade-350-Maraging-Steel,652.4829777576033,1470.0,0.1,0.0,0.0015,0.015,0.025,0.0,12.0,0.0,0.0,62.9,0.0,0.0,0.05,4.9,0.0,0.0,18.5,0.0,0.005,0.0,0.005,0.0,0.05,0.0,0.0,1.4500000000000002,0.0,0.0,0.0,0.01
Grade-FDC-Spring-Steel,1680.0,1450.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.15,0.06,98.7,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0125,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade-FDCrV-Spring-Steel,1800.0,1450.0,0.0,0.0,0.0,0.6699999999999999,0.0,0.0,0.0,0.5,0.06,98.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0125,0.0,0.2249999999999999,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Grade-FDSiCr-Spring-Steel,1930.0,1440.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.65,0.06,97.15,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0125,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade-FDSiCrV-Spring-Steel,2100.0,1440.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.75,0.06,96.9,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0125,0.0,1.45,0.0,0.0,0.0,0.175,0.0,0.0,0.0
Grade-TDC-Spring-Steel,1700.0,1450.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.15,0.05,98.7,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade-TDCrV-Spring-Steel,1730.0,1450.0,0.0,0.0,0.0,0.6699999999999999,0.0,0.0,0.0,0.5,0.05,98.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.01,0.0,0.2249999999999999,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Grade-TDSiCr-Spring-Steel,1950.0,1440.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.65,0.05,97.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.01,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade-TDSiCrV-Spring-Steel,2100.0,1440.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.75,0.05,96.95,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,1.45,0.0,0.0,0.0,0.175,0.0,0.0,0.0
Grade-VDC-Spring-Steel,1700.0,1450.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.15,0.03,98.825,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.2249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade-VDCrV-Spring-Steel,1730.0,1450.0,0.0,0.0,0.0,0.6699999999999999,0.0,0.0,0.0,0.5,0.03,98.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.01,0.0,0.2249999999999999,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Grade-VDSiCr-Spring-Steel,1950.0,1440.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.65,0.03,97.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.01,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grade-VDSiCrV-Spring-Steel,2100.0,1440.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.75,0.03,96.95,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,1.45,0.0,0.0,0.0,0.175,0.0,0.0,0.0
Grey-Cast-Iron,652.4829777576033,1380.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.075,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1025 Hardened CB7Cu-1 Cast Stainless Steel,1160.0,1430.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,16.6,2.85,75.35,0.0,0.0,0.35,0.0,0.025,0.175,4.1,0.0,0.0175,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1025 Hardened CB7Cu-2 Cast Stainless Steel,1160.0,1430.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,14.75,2.85,76.3,0.0,0.0,0.35,0.0,0.025,0.175,5.0,0.0,0.0175,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1075 Hardened CB7Cu-1 Cast Stainless Steel,1120.0,1430.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,16.6,2.85,75.35,0.0,0.0,0.35,0.0,0.025,0.175,4.1,0.0,0.0175,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1075 Hardened CB7Cu-2 Cast Stainless Steel,1120.0,1430.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,14.75,2.85,76.3,0.0,0.0,0.35,0.0,0.025,0.175,5.0,0.0,0.0175,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1100 Hardened CB7Cu-1 Cast Stainless Steel,1040.0,1430.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,16.6,2.85,75.35,0.0,0.0,0.35,0.0,0.025,0.175,4.1,0.0,0.0175,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1100 Hardened CB7Cu-2 Cast Stainless Steel,1040.0,1430.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,14.75,2.85,76.3,0.0,0.0,0.35,0.0,0.025,0.175,5.0,0.0,0.0175,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1150 Hardened CB7Cu-1 Cast Stainless Steel,960.0,1430.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,16.6,2.85,75.35,0.0,0.0,0.35,0.0,0.025,0.175,4.1,0.0,0.0175,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1150 Hardened CB7Cu-2 Cast Stainless Steel,960.0,1430.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,14.75,2.85,76.3,0.0,0.0,0.35,0.0,0.025,0.175,5.0,0.0,0.0175,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H900 Hardened CB7Cu-1 Cast Stainless Steel,1310.0,1430.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,16.6,2.85,75.35,0.0,0.0,0.35,0.0,0.025,0.175,4.1,0.0,0.0175,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H900 Hardened CB7Cu-2 Cast Stainless Steel,1310.0,1430.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,14.75,2.85,76.3,0.0,0.0,0.35,0.0,0.025,0.175,5.0,0.0,0.0175,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H925 Hardened CB7Cu-1 Cast Stainless Steel,1350.0,1430.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,16.6,2.85,75.35,0.0,0.0,0.35,0.0,0.025,0.175,4.1,0.0,0.0175,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H925 Hardened CB7Cu-2 Cast Stainless Steel,1350.0,1430.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,14.75,2.85,76.3,0.0,0.0,0.35,0.0,0.025,0.175,5.0,0.0,0.0175,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1005 (G10050) Carbon Steel,330.0,1470.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,99.75,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1006 (G10060) Carbon Steel,340.0,1470.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,99.59,0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1008 (G10080) Carbon Steel,330.0,1470.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,99.505,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1010 (S10C,G10100) Carbon Steel",350.0,1470.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,99.4,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1012 (S12C,G10120) Carbon Steel",360.0,1470.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,99.38,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1015 (G10150) Carbon Steel,390.0,1470.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,99.35,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1016 (G10160) Carbon Steel,430.0,1460.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,99.035,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1017 (G10170) Carbon Steel,420.0,1470.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,99.33,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1018 (G10180) Carbon Steel,430.0,1460.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,99.025,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1019 (G10190) Carbon Steel,470.0,1460.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,98.925,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1020 (S20C,G10200) Carbon Steel",430.0,1460.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1021 (G10210) Carbon Steel,480.0,1460.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,99.01,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1022 (G10220) Carbon Steel,480.0,1460.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,98.91,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1023 (G10230) Carbon Steel,430.0,1460.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,99.28,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1025 (G10250) Carbon Steel,450.0,1460.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,99.255,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1026 (G10260) Carbon Steel,500.0,1460.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,98.94,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1030 (G10300) Carbon Steel,530.0,1460.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,98.91,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1035 (G10350) Carbon Steel,570.0,1460.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,98.84,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1037 (G10370) Carbon Steel,580.0,1460.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,98.75,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1038 (G10380) Carbon Steel,590.0,1460.0,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.0,0.0,98.825,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1039 (G10390) Carbon Steel,610.0,1460.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1040 (S40C,G10400) Carbon Steel",570.0,1460.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,98.815,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1042 (G10420) Carbon Steel,620.0,1460.0,0.0,0.0,0.0,0.435,0.0,0.0,0.0,0.0,0.0,98.75,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1043 (G10430) Carbon Steel,650.0,1460.0,0.0,0.0,0.0,0.435,0.0,0.0,0.0,0.0,0.0,98.65,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1044 (G10440) Carbon Steel,620.0,1460.0,0.0,0.0,0.0,0.4649999999999999,0.0,0.0,0.0,0.0,0.0,99.035,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1045 (S45C,G10450) Carbon Steel",620.0,1460.0,0.0,0.0,0.0,0.4649999999999999,0.0,0.0,0.0,0.0,0.0,98.75,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1046 (G10460) Carbon Steel,660.0,1460.0,0.0,0.0,0.0,0.4649999999999999,0.0,0.0,0.0,0.0,0.0,98.65,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1049 (G10490) Carbon Steel,680.0,1460.0,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1050 (S53C,G10500) Carbon Steel",690.0,1460.0,0.0,0.0,0.0,0.515,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1055 (G10550) Carbon Steel,730.0,1460.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,98.65,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1060 (S58C,G10600) Carbon Steel",620.0,1460.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,98.65,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1064 (G10640) Carbon Steel,720.0,1460.0,0.0,0.0,0.0,0.6499999999999999,0.0,0.0,0.0,0.0,0.0,98.65,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1065 (G10650) Carbon Steel,710.0,1460.0,0.0,0.0,0.0,0.6499999999999999,0.0,0.0,0.0,0.0,0.0,98.55,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1070 (C70, 1.1520,G10700) Carbon Steel",640.0,1460.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,98.55,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1074 (G10740) Carbon Steel,740.0,1460.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,98.55,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1078 (G10780) Carbon Steel,730.0,1460.0,0.0,0.0,0.0,0.7849999999999999,0.0,0.0,0.0,0.0,0.0,98.75,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1080 (G10800) Carbon Steel,770.0,1450.0,0.0,0.0,0.0,0.815,0.0,0.0,0.0,0.0,0.0,98.4,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAE-AISI 1084 (G10840) Carbon Steel,780.0,1450.0,0.0,0.0,0.0,0.865,0.0,0.0,0.0,0.0,0.0,98.35,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1086 (1.1269,G10860) Carbon Steel",760.0,1460.0,0.0,0.0,0.0,0.865,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAE-AISI 1090 (1.1273,G10900) Carbon Steel",790.0,1450.0,0.0,0.0,0.0,0.925,0.0,0.0,0.0,0.0,0.0,98.3,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
